trip_id,distance_km,load_weight_kg,fuel_efficiency_kmpl,average_speed_kmh,fuel_used_liters
726,317,16329,9.64,35.65,37.91
727,144,2575,6.68,45.71,22.56
728,1124,7839,9.9,63.49,123.71
729,1121,3620,7.45,66.33,160.72
730,838,5371,9.28,57.92,101.37
731,161,881,8.4,37.85,20.01
732,1065,5919,5.84,54.58,189.88
733,619,2149,7.78,57.52,81.49
734,531,3083,7.57,70.06,74.82
735,1070,15149,6.92,79.03,193.01
736,86,3863,7.32,31.79,12.26
737,236,10481,9.51,58.12,28.29
738,984,11669,7.14,32.71,149.63
739,980,11378,8.02,60.99,138.72
740,794,15328,6.01,67.97,153.45
741,749,12137,9.23,78.22,94.13
742,1119,12751,8.66,32.29,140.8
743,337,13909,5.98,60.54,63.5
744,854,7564,7.56,69.07,128.88
745,270,14081,5.71,61.66,56.15
746,302,15262,7.56,59.47,46.94
747,1071,642,7.89,32.43,142.56
748,1039,17157,9.01,75.51,144.72
749,405,4706,5.97,62.88,73.63
750,709,17018,9.47,50.93,88.73
751,558,9465,7.29,47.14,82.06
752,323,5027,7.36,65.0,48.65
753,662,18450,9.37,65.59,90.05
754,495,7082,6.44,65.72,86.48
755,321,6326,7.77,64.72,44.42
756,286,12042,8.03,59.14,42.43
757,904,17994,6.79,72.37,169.18
758,1120,3988,5.61,37.27,211.14
759,459,9248,8.88,38.05,55.26
760,563,5298,9.28,64.53,64.39
761,1158,1558,7.11,52.63,168.21
762,1200,7850,8.84,58.06,144.86
763,639,2039,9.67,49.38,70.51
764,690,18592,5.74,67.18,143.08
765,957,7890,9.6,65.23,112.47
766,1169,6937,8.99,78.21,143.88
767,413,2940,6.34,38.69,67.15
768,822,1831,7.43,57.83,110.19
769,572,684,6.99,65.48,82.01
770,364,11071,8.19,68.68,51.85
771,666,16574,9.05,57.51,83.36
772,700,17716,6.49,39.19,121.48
773,1084,5722,7.37,56.85,151.2
774,503,7491,8.49,46.55,62.37
775,1136,16060,9.98,71.18,144.33
776,68,4259,8.51,52.28,8.71
777,549,1806,8.57,46.05,67.93
778,282,13144,6.65,66.2,47.18
779,1108,12786,7.81,55.44,161.54
780,657,6808,6.94,34.12,97.03
781,1151,17972,5.53,33.27,249.73
782,486,14400,9.26,40.28,62.02
783,941,2863,8.86,37.69,108.8
784,729,1741,5.89,32.71,129.63
785,1192,2808,8.09,41.38,147.82
786,844,15282,8.34,51.65,111.39
787,292,18025,5.53,66.01,61.51
788,143,2878,7.11,55.14,20.46
789,667,3334,6.77,76.33,105.9
790,113,16031,6.2,40.99,21.67
791,1167,10165,9.82,37.2,133.24
792,814,865,7.99,57.75,100.42
793,60,13413,7.92,77.35,8.88
794,754,7438,7.36,62.3,112.91
795,379,6529,6.49,71.74,62.93
796,421,2282,9.33,76.62,51.01
797,994,18511,5.83,63.58,202.37
798,454,16464,9.78,47.86,54.99
799,530,3778,6.78,33.49,78.64
800,1045,15266,6.98,62.97,180.47
801,362,12443,9.13,77.93,45.51
802,691,8566,9.04,65.61,86.78
803,616,12279,6.1,66.65,121.59
804,997,15093,7.11,45.27,162.22
805,409,3186,9.29,72.94,45.8
806,1153,6936,6.68,74.32,185.36
807,204,1110,9.32,61.58,23.35
808,879,7471,9.58,57.58,100.54
809,1155,15969,8.44,37.43,157.0
810,645,4887,7.59,55.52,89.19
811,1078,847,8.48,72.4,138.05
812,389,17347,6.13,37.96,74.96
813,349,16343,9.73,32.02,42.82
814,524,2559,6.69,41.7,81.68
815,1110,12337,7.25,75.9,187.8
816,131,11119,5.96,78.42,26.16
817,610,9128,8.1,58.51,82.55
818,825,12470,8.14,74.91,114.62
819,565,12831,9.88,41.14,63.92
820,756,16453,9.07,74.36,96.77
821,334,14914,6.25,33.85,62.29
822,483,5423,6.34,48.11,82.06
823,292,8047,7.37,46.51,41.15
824,1030,16196,6.45,38.06,191.74
825,95,8484,5.69,58.67,17.8
826,1099,1784,9.51,37.34,113.7
827,418,17429,9.81,59.97,51.36
828,88,9788,9.76,40.83,10.0
829,1015,16283,6.27,71.52,198.32
830,422,17238,6.69,66.21,75.15
831,978,2755,6.53,49.27,147.87
832,464,17628,9.37,55.22,58.39
833,356,3655,6.3,75.08,62.13
834,1138,16993,8.89,34.66,152.15
835,1154,539,9.54,68.74,128.06
836,1119,14284,7.17,32.17,178.89
837,519,16298,9.05,49.06,67.29
838,250,14442,6.1,53.86,46.0
839,221,9782,8.19,57.19,29.32
840,61,733,8.1,35.89,7.21
841,470,10851,7.34,35.33,70.46
842,569,9062,9.35,51.18,65.63
843,614,13523,8.9,50.66,80.65
844,1038,6356,7.17,57.75,152.51
845,678,11783,8.98,49.91,81.34
846,293,8029,7.51,64.97,41.94
847,489,17157,7.3,46.92,78.88
848,156,5767,7.25,61.79,24.0
849,347,15955,9.67,51.77,39.94
850,504,12651,5.86,31.89,95.77
851,870,17572,6.79,78.18,152.09
852,408,16699,7.48,40.09,64.65
853,1111,9871,6.38,69.2,198.88
854,524,6053,8.53,47.99,66.16
855,372,3345,9.99,68.98,39.36
856,859,13785,8.14,55.89,124.37
857,190,3454,7.97,66.31,25.62
858,762,11886,9.83,43.83,87.65
859,448,15401,9.68,58.75,53.05
860,883,17088,5.98,33.62,169.33
861,289,17319,9.81,73.81,37.34
862,562,15008,9.85,58.16,68.49
863,745,15535,8.57,74.83,109.24
864,1037,4309,6.66,49.13,167.1
865,501,8034,9.1,50.62,58.68
866,1147,818,8.65,43.17,130.84
867,867,11706,5.84,76.57,174.24
868,774,7661,9.52,43.45,91.44
869,439,16851,8.82,41.74,56.66
870,593,7275,6.53,71.75,105.07
871,779,5611,9.01,35.99,87.46
872,1058,717,8.94,57.07,115.35
873,1037,12663,8.29,54.62,149.14
874,612,16582,6.32,68.21,117.13
875,864,7777,8.88,36.41,105.13
876,916,16173,9.73,31.63,107.7
877,407,15481,9.89,64.91,48.75
878,67,887,8.53,48.97,7.61
879,790,9009,6.34,43.14,132.7
880,752,12490,6.33,51.2,132.87
881,812,12462,9.34,43.98,94.64
882,318,7989,9.16,66.04,39.87
883,1187,14662,9.35,39.8,149.93
884,356,15998,9.13,38.83,45.23
885,1108,17997,8.74,69.27,152.25
886,147,13554,5.95,38.17,27.26
887,570,16115,9.28,34.82,73.07
888,582,12328,7.12,57.87,96.16
889,754,1149,7.35,47.55,105.63
890,457,18143,6.29,69.02,87.81
891,1095,16474,8.99,52.35,136.53
892,636,15696,8.34,37.24,85.3
893,740,14322,8.34,58.58,106.78
894,196,3092,6.23,41.41,31.84
895,646,9264,8.22,49.77,89.2
896,793,17570,9.84,50.7,91.88
897,97,4597,8.77,63.1,12.39
898,213,7400,6.25,35.15,35.01
899,1019,18471,5.74,68.55,218.64
900,220,3905,6.68,37.76,34.75
901,848,10637,6.53,66.88,147.68
902,308,4801,7.87,38.53,39.11
903,780,11156,9.39,53.36,96.4
904,607,18474,7.5,78.48,103.35
905,412,15460,8.34,61.79,58.76
906,1122,17991,6.89,47.36,192.9
907,233,14978,6.89,50.61,37.59
908,71,503,7.85,67.91,9.07
909,637,15874,7.91,64.39,95.92
910,1027,10317,5.54,51.52,200.88
911,523,736,7.97,39.43,68.63
912,945,13435,6.62,65.75,169.47
913,824,7728,6.68,51.11,129.71
914,606,9828,8.42,56.6,78.24
915,435,2743,6.32,44.48,71.69
916,977,9417,8.65,54.6,122.48
917,361,2126,9.86,31.11,39.16
918,627,9320,6.06,51.92,107.96
919,234,5437,5.57,40.86,43.94
920,1070,12669,7.59,69.57,162.25
921,349,2336,6.7,49.62,53.54
922,421,6797,9.53,42.5,46.62
923,75,4496,9.89,65.73,8.08
924,957,8599,8.82,31.68,117.37
925,242,17576,8.5,40.42,33.1
926,689,11086,6.21,66.41,130.41
927,1175,17569,6.05,54.06,225.56
928,788,2206,9.39,40.89,82.45
929,939,11133,5.57,69.72,196.39
930,860,8465,5.54,32.1,173.15
931,1023,5578,7.17,34.47,145.48
932,237,11589,9.69,79.85,29.28
933,172,12149,8.4,65.07,24.35
934,307,16485,6.55,79.08,59.44
935,761,14875,8.8,31.07,98.13
936,325,8714,9.54,54.27,37.12
937,653,18284,8.64,39.49,86.6
938,762,11106,8.8,43.77,99.4
939,1185,5754,5.81,37.75,211.29
940,589,18247,7.15,30.04,98.75
941,826,6579,9.47,60.99,93.71
942,539,11008,8.74,62.91,70.5
943,843,6721,7.86,54.88,116.17
944,629,11070,7.34,46.1,91.34
945,186,1934,9.26,36.49,21.24
946,463,4007,7.68,34.94,63.15
947,845,16553,7.87,65.07,125.77
948,800,7732,8.23,33.54,109.23
949,477,16602,9.68,71.6,59.75
950,174,12326,8.01,76.91,25.5
951,805,2410,9.21,43.29,85.4
952,194,10458,5.85,40.8,36.7
953,257,8069,7.89,39.47,35.29
954,559,6362,8.01,57.91,77.26
955,783,15531,8.66,51.35,100.59
956,419,18521,7.31,46.88,65.61
957,957,12044,9.56,57.5,119.5
958,811,14011,8.94,51.53,106.09
959,542,18953,7.96,48.75,81.4
960,570,12296,9.83,52.37,64.75
961,120,9821,8.18,55.88,17.1
962,668,715,6.85,41.09,101.71
963,94,9542,9.64,55.56,10.88
964,366,3589,5.67,47.78,64.45
965,801,8687,6.55,70.55,132.73
966,868,7624,8.8,66.18,112.8
967,404,16499,9.22,64.48,52.93
968,245,10343,5.67,70.42,49.04
969,164,11457,7.07,70.86,26.71
970,296,7929,8.86,72.47,39.29
971,833,2273,6.87,32.06,124.5
972,356,11209,7.76,41.04,48.73
973,854,15101,8.89,58.76,107.89
974,934,9995,9.04,37.4,111.78
975,1024,2115,7.97,43.13,129.87
976,939,4772,8.93,54.05,107.71
977,859,6925,8.03,79.85,121.5
978,546,2847,6.7,51.5,85.62
979,233,4187,8.52,51.18,28.13
980,706,11789,8.17,31.21,94.72
981,766,14990,8.3,52.02,111.07
982,528,7043,8.58,37.8,67.38
983,225,4182,8.83,42.15,26.87
984,352,9926,5.56,64.69,68.85
985,971,15939,5.6,40.45,201.79
986,467,18405,7.85,42.93,70.32
987,339,1102,7.19,75.3,50.21
988,573,6081,5.77,40.03,107.42
989,605,2239,7.59,77.26,82.21
990,605,12303,9.39,30.95,75.02
991,841,8074,9.91,55.43,94.66
992,696,16381,9.4,56.58,84.57
993,1075,15507,8.02,65.62,152.31
994,1134,10491,7.0,49.67,172.86
995,760,12031,7.1,45.12,125.87
996,1076,9539,9.15,61.29,136.71
997,110,18684,9.77,41.28,13.15
998,854,4997,5.9,49.11,158.98
999,515,14175,6.58,37.64,93.57
1000,724,15218,7.94,40.34,101.26
